"compound","unique_id","plant","type","new_cat","genus","family","order","location","region","new_class","new_sub_class","sum_area","perc_area","prop_area","smiles","inchikeys","abundance","sum_abund","rel_abund"
"Alpha-bergamotene-isomer-3","Vc 145-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",3819,NA,NA,"Cc1=ccc2cc1c2(c)ccc=c(c)c","Ymbfcqpimvlniu-uhfffaoysa-n",3819,115182,0.0331562223264052
"Alpha-bergamotene-isomer-3","Vc 146-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",3520,NA,NA,"Cc1=ccc2cc1c2(c)ccc=c(c)c","Ymbfcqpimvlniu-uhfffaoysa-n",3520,129586,0.0271634281481024
"(Z)-beta-ocimene","Brachyglotis-f2-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",1792,0.668834863270444,0.00668834863270444,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",1792,35495,0.0504859839414002
"(Z)-beta-ocimene","Akeake-m1-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",2147,0.68181508011349,0.0068181508011349,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",2147,45193,0.0475073573341004
"(Z)-beta-ocimene","Clematis montana-pooled-Aot","Clematis montana","Flower","Natives","Clematis","Ranunculaceae","Ranunculales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",3444,1.03100874960218,0.0103100874960218,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",3444,16706,0.20615347779241
"(Z)-beta-ocimene","Clematis montana-f1-Aot","Clematis montana","Flower","Natives","Clematis","Ranunculaceae","Ranunculales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",3530,0.958936073500442,0.00958936073500442,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",3530,16940,0.208382526564345
"(Z)-beta-ocimene","Clematis montana-f3-Aot","Clematis montana","Flower","Natives","Clematis","Ranunculaceae","Ranunculales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",4129,1.17183197093129,0.0117183197093129,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",4129,17576,0.234922621756941
"(Z)-beta-ocimene","Brachyglotis-pooled-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",3486,0.779731572711775,0.00779731572711775,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",3486,50125,0.0695461346633416
"Rt314-ki1490","Ngaio-flower2-concx10-Aot","Myoporum laetum","Flower","Natives","Myoporum","Scrophulariaceae","Lamiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",4044,NA,NA,"Na","Na",4044,27491,0.147102688152486
"Rt314-ki1490","Ngaio-flowers-pooled-concx10-Aot","Myoporum laetum","Flower","Natives","Myoporum","Scrophulariaceae","Lamiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2784,NA,NA,"Na","Na",2784,31762,0.0876519110887224
"Rt314-ki1490","Tikouka-flower1-Aot","Cordyline australis","Flower","Natives","Cordyline","Asparagaceae","Asparagales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2994,NA,NA,"Na","Na",2994,14375,0.208278260869565
"Rt314-ki1490","Tikouka-flower2-Aot","Cordyline australis","Flower","Natives","Cordyline","Asparagaceae","Asparagales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2543,NA,NA,"Na","Na",2543,14610,0.174058863791923
"Beta-selinene","Vc 117-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",3439,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",3439,65851,0.0522239601524654
"Beta-selinene","Vc 117-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Sesquiterpenes",3439,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",3439,65851,0.0522239601524654
"Beta-selinene","Vc 118-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",3711,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",3711,71907,0.0516083274229213
"Beta-selinene","Vc 118-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Sesquiterpenes",3711,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",3711,71907,0.0516083274229213
"Beta-selinene","Vc 119-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",3181,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",3181,60513,0.0525672169616446
"Beta-selinene","Vc 119-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Sesquiterpenes",3181,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",3181,60513,0.0525672169616446
"Beta-selinene","Vc 176-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",2060,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",2060,114614,0.0179733714903938
"Beta-selinene","Vc 177-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",2014,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",2014,118642,0.016975438714789
"Beta-selinene","Vc 178-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",1805,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",1805,102218,0.0176583380617895
"Delta-decalactone","Vc 188-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Lactones",4190,NA,NA,"Cccccc1cccc(=o)o1","Ghbspipjmlamep-uhfffaoysa-n",4190,66810,0.0627151624008382
"Delta-decalactone","Vc 189-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Lactones",729,NA,NA,"Cccccc1cccc(=o)o1","Ghbspipjmlamep-uhfffaoysa-n",729,54201,0.0134499363480379
"Delta-decalactone","Vc 190-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Lactones",480,NA,NA,"Cccccc1cccc(=o)o1","Ghbspipjmlamep-uhfffaoysa-n",480,47440,0.0101180438448567
"Beta-selinene","Vc89-Chr","Inula helenium","Flower","Ornamentals","Inula","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Terpenoids","Sesquiterpenes",4016,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",4016,16268,0.246865011064667
"Beta-selinene","Vc90-Chr","Inula helenium","Flower","Ornamentals","Inula","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Terpenoids","Sesquiterpenes",1579,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",1579,11941,0.132233481282975
"Beta-selinene","Pittosporum_tenuifolium_f1-Aot","Pittosporum tenuifolium","Flower","Natives","Pittosporum","Pittosporaceae","Apiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2952,0.358326246495057,0.00358326246495057,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",2952,71857,0.04108159260754
"(Z)-beta-ocimene","Brachyglotis-f3-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",3048,0.599380774790133,0.00599380774790133,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",3048,34954,0.0872003204211249
"(Z)-beta-ocimene","Mahoe_f3-Aot","Melicytus ramiflorus","Flower","Natives","Melicytus","Violaceae","Malpighiales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",3241,0.665800208351197,0.00665800208351197,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",3241,21258,0.152460250258726
"(Z)-beta-ocimene","Brachyglotis-f1-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",552,1.11093817444393,0.0111093817444393,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",552,58720,0.00940054495912807
"Beta-selinene","Vc91-Chr","Inula helenium","Flower","Ornamentals","Inula","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Terpenoids","Sesquiterpenes",2079,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",2079,25749,0.0807409996504719
"Beta-selinene","Brachyglotis-f2-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3667,1.85421496922178,0.0185421496922178,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",3667,35495,0.103310325397943
"Beta-selinene","Hebe_cassinia_vauvilliersii_pooled-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1771,0.369042652541144,0.00369042652541144,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",1771,36847,0.0480636144055147
"Beta-selinene","Hebe_cassinia_vauvilliersii_f2-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2155,0.393790666526443,0.00393790666526443,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",2155,40726,0.0529146000098217
"Beta-selinene","Brachyglotis-pooled-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",313,1.36958923459669,0.0136958923459669,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",313,50125,0.00624438902743142
"Beta-selinene","Brachyglotis-f3-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3851,0.922790724761855,0.00922790724761855,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",3851,34954,0.110173370715798
"Beta-selinene","Hebe_cassinia_vauvilliersii_f3-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1965,0.328626402155096,0.00328626402155096,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",1965,37923,0.0518155209239775
"Beta-selinene","Brachyglotis-f1-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",504,1.07588090540428,0.0107588090540428,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",504,58720,0.00858310626702997
"Beta-selinene","Kanuka_f1_flore-Aot","Kunzea ericoides","Flower","Natives","Kunzea","Myrtaceae","Myrtales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1496,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",1496,33888,0.0441454202077432
"Beta-selinene","Kanuka_f2_flore-Aot","Kunzea ericoides","Flower","Natives","Kunzea","Myrtaceae","Myrtales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2507,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",2507,29782,0.0841783627694581
"Beta-selinene","Kanuka_f3_flore-Aot","Kunzea ericoides","Flower","Natives","Kunzea","Myrtaceae","Myrtales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3278,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",3278,31377,0.104471428116136
"Beta-selinene","Lancewood f3-Aot","Pseudopanax crassifolius","Flower","Natives","Pseudopanax","Araliaceae","Apiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3205,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",3205,20003,0.160225966105084
"Beta-selinene","Vc 11-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",1578,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",1578,123858,0.0127403962602335
"Beta-selinene","Vc 13-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",2138,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",2138,111161,0.0192333642194655
"Beta-selinene","Vc 152-Dun","Erigeron pink jewel","Flower","Ornamentals","Erigeron","Asteraceae","Asterales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",938,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",938,32075,0.0292439594699922
"Beta-selinene","Vc 154-Dun","Erigeron pink jewel","Flower","Ornamentals","Erigeron","Asteraceae","Asterales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",2225,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",2225,32110,0.0692930551230146
"Beta-selinene","Vc 9-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",1976,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",1976,119400,0.0165494137353434
"Rt31.6-ki1493","Akeake-f3-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",206,0.896881187306792,0.00896881187306792,"Na","Na",206,46637,0.00441709372386732
"Rt31.6-ki1493","Akeake-f-pooled-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",948,1.14745245967128,0.0114745245967128,"Na","Na",948,33830,0.028022465267514
"Rt31.6-ki1493","Akeake-f2-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",696,0.872881488072063,0.00872881488072063,"Na","Na",696,36179,0.0192376793167307
"Rt31.6-ki1493","Akeake-f1-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",724,0.71730204154191,0.0071730204154191,"Na","Na",724,32239,0.0224572722478985
"Rt31.6-ki1493","Ninaio_pooled-Aot","Helichrysum lanceolatum","Flower","Natives","Helichrysum","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",899,6.129597943068,0.06129597943068,"Na","Na",899,46402,0.0193741649066851
"Rt31.6-ki1493","Ninaio-f1-Aot","Helichrysum lanceolatum","Flower","Natives","Helichrysum","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2736,12.089734083153,0.12089734083153,"Na","Na",2736,58790,0.0465385269603674
"Rt31.6-ki1493","Akeake-m1-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",310,2.51494694071047,0.0251494694071047,"Na","Na",310,45193,0.00685946938685195
"Rt31.6-ki1493","Akeake-m3-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1752,1.66843231036348,0.0166843231036348,"Na","Na",1752,68997,0.0253924083655811
"Rt31.6-ki1493","Akeake-m-pooled-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2021,1.91240127306355,0.0191240127306355,"Na","Na",2021,82619,0.0244616855686949
"Rt31.6-ki1493","Akeake-m2-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2815,2.20879340527335,0.0220879340527335,"Na","Na",2815,62370,0.0451338784672118
"(Z)-beta-ocimene","Mahoe_f1-Aot","Melicytus ramiflorus","Flower","Natives","Melicytus","Violaceae","Malpighiales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",3032,0.405465580551973,0.00405465580551973,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",3032,15721,0.192863049424337
"Beta-selinene","Vc 153-Dun","Erigeron pink jewel","Flower","Ornamentals","Erigeron","Asteraceae","Asterales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",1146,NA,NA,"Cc(=c)[c@@h]1cc[c@]2(cccc(=c)[c@@h]2c1)c","Yovsptnqhmdjag-qlfbsqmisa-n",1146,23541,0.0486810245953868
"(Z)-beta-ocimene","Mahoe_pooled-Aot","Melicytus ramiflorus","Flower","Natives","Melicytus","Violaceae","Malpighiales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",3109,0.401870860224437,0.00401870860224437,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",3109,18874,0.164723958885239
"(Z)-beta-ocimene","Akeake-m3-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",538,0.855073470413748,0.00855073470413748,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",538,68997,0.00779744046842616
"Pentadecane","Poroporo-f-pooled-Aot","Solanum laciniatum","Flower","Natives","Solanum","Solanaceae","Solanales","Aotearoa","Aotearoa","Fatty acid derivatives","Hydrocarbons",3329,14.106650744075,0.14106650744075,"Ccccccccccccccc","Ycozipawznqlmr-uhfffaoysa-n",3329,5751,0.578855851156321
"Pentadecane","Poroporo-f2-Aot","Solanum laciniatum","Flower","Natives","Solanum","Solanaceae","Solanales","Aotearoa","Aotearoa","Fatty acid derivatives","Hydrocarbons",242,15.2987037094329,0.152987037094329,"Ccccccccccccccc","Ycozipawznqlmr-uhfffaoysa-n",242,3618,0.0668877833056938
"Pentadecane","Phacelia-f2-Aot","Phacelia tanacetifolia","Flower","Ornamentals","Phacelia","Boraginaceae","Boraginales","Aotearoa","Aotearoa","Fatty acid derivatives","Hydrocarbons",3148,2.28765556176347,0.0228765556176347,"Ccccccccccccccc","Ycozipawznqlmr-uhfffaoysa-n",3148,29122,0.108096971361857
"Alpha-muurolene","Brachyglotis-f3-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1020,2.00425604404542,0.0200425604404542,"Cc1=c[c@@h]2[c@h](cc1)c(=cc[c@h]2c(c)c)c","Qmaybmkbycgxdh-znmivqpwsa-n",1020,34954,0.0291812095897465
"Alpha-muurolene","Brachyglotis-f1-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1434,1.80404543776396,0.0180404543776396,"Cc1=c[c@@h]2[c@h](cc1)c(=cc[c@h]2c(c)c)c","Qmaybmkbycgxdh-znmivqpwsa-n",1434,58720,0.0244209809264305
"(Z)-beta-ocimene","Akeake-m-pooled-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",124,0.68220702643498,0.0068220702643498,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",124,82619,0.00150086541836624
"Pentadecane","Flax-flower2-Aot","Phormium tenax","Flower","Natives","Phormium","Xanthorrhoeaceae","Asparagales","Aotearoa","Aotearoa","Fatty acid derivatives","Hydrocarbons",1310,NA,NA,"Ccccccccccccccc","Ycozipawznqlmr-uhfffaoysa-n",1310,13902,0.0942310458926773
"Pentadecane","Hebe-flower1-concx10-Aot","Veronica elliptica","Flower","Natives","Veronica","Plantaginaceae","Lamiales","Aotearoa","Aotearoa","Fatty acid derivatives","Hydrocarbons",2486,NA,NA,"Ccccccccccccccc","Ycozipawznqlmr-uhfffaoysa-n",2486,24491,0.101506675921767
"Pentadecane","Hebe-flowers-pooled-concx10-Aot","Veronica elliptica","Flower","Natives","Veronica","Plantaginaceae","Lamiales","Aotearoa","Aotearoa","Fatty acid derivatives","Hydrocarbons",1676,NA,NA,"Ccccccccccccccc","Ycozipawznqlmr-uhfffaoysa-n",1676,35248,0.0475487970948706
"(Z)-beta-ocimene","Mahoe_f2-Aot","Melicytus ramiflorus","Flower","Natives","Melicytus","Violaceae","Malpighiales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",225,0.597406874536108,0.00597406874536108,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",225,14879,0.0151219840043014
"(Z)-beta-ocimene","Akeake-m2-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",707,0.694937108795348,0.00694937108795348,"Cc(=cc/c=c(/c)\c=c)c","Ihpkguqcsiinrj-ntmalxahsa-n",707,62370,0.0113355780022447
"Pentadecane","Ngaio-flower1-concx10-Aot","Myoporum laetum","Flower","Natives","Myoporum","Scrophulariaceae","Lamiales","Aotearoa","Aotearoa","Fatty acid derivatives","Hydrocarbons",3212,NA,NA,"Ccccccccccccccc","Ycozipawznqlmr-uhfffaoysa-n",3212,21642,0.148415118750578
"Pentadecane","Ngaio-flowers-pooled-concx10-Aot","Myoporum laetum","Flower","Natives","Myoporum","Scrophulariaceae","Lamiales","Aotearoa","Aotearoa","Fatty acid derivatives","Hydrocarbons",3007,NA,NA,"Ccccccccccccccc","Ycozipawznqlmr-uhfffaoysa-n",3007,31762,0.0946728795415906
"Beta-guaiene","Vc 176-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",526,NA,NA,"C[c@h]1ccc(=c(c)c)cc2=c1cc[c@@h]2c","Gibqersgrnpmeh-ryudhwbxsa-n",526,114614,0.00458931718638212
"Beta-guaiene","Vc 176-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",526,NA,NA,"C[c@h]1ccc(=c(c)c)cc2=c1cc[c@@h]2c","Gibqersgrnpmeh-ryudhwbxsa-n",526,114614,0.00458931718638212
"Beta-guaiene","Vc 177-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",4239,NA,NA,"C[c@h]1ccc(=c(c)c)cc2=c1cc[c@@h]2c","Gibqersgrnpmeh-ryudhwbxsa-n",4239,118642,0.0357293369970162
"Beta-guaiene","Vc 177-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",4239,NA,NA,"C[c@h]1ccc(=c(c)c)cc2=c1cc[c@@h]2c","Gibqersgrnpmeh-ryudhwbxsa-n",4239,118642,0.0357293369970162
"Beta-guaiene","Vc 178-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",231,NA,NA,"C[c@h]1ccc(=c(c)c)cc2=c1cc[c@@h]2c","Gibqersgrnpmeh-ryudhwbxsa-n",231,102218,0.00225987595139799
"Beta-guaiene","Vc 178-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",231,NA,NA,"C[c@h]1ccc(=c(c)c)cc2=c1cc[c@@h]2c","Gibqersgrnpmeh-ryudhwbxsa-n",231,102218,0.00225987595139799
"Alpha-muurolene","Brachyglotis-pooled-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",652,1.65438678772553,0.0165438678772553,"Cc1=c[c@@h]2[c@h](cc1)c(=cc[c@h]2c(c)c)c","Qmaybmkbycgxdh-znmivqpwsa-n",652,50125,0.0130074812967581
